name,config_path,dir_suffix,training_type,model,method,training_bias,training_dataset,eval_dataset,prompt_style,is_control,lr,lr_schedule,lora_rank,kl_coef,anchor_weight,anchor_model,loss_fn,n_ref_rollouts,n_train_rollouts,n_consistency_rollouts,n_anchor_rollouts,temperature,max_new_tokens,n_datapoints,n_epochs,batch_size,gradient_accumulation_steps,refresh_every,checkpoint_every,bct_data_path,bct_n_samples,bct_with_instruct,eval_log_dir,eval_limit,eval_max_tasks,eval_bias_types,n_eval_questions,pro_bsr_training,pro_bsr_held_out_avg,pro_bsr_ratio_training,pro_bsr_ratio_held_out_avg,pro_bsr_ratio_training_lo,pro_bsr_ratio_training_hi,pro_bsr_ratio_held_out_lo,pro_bsr_ratio_held_out_hi,bir_training,bir_held_out_avg,bir_ratio_training,bir_ratio_held_out_avg,accuracy_unbiased,extra,run_name
sweep-aw-0.0,artifacts/legacy/experiments/sweep-aw-0.0/config.yaml,rlct-aw0.0,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,128.0,128.0,,,,,100.0,,,,1.0,25.0,,,,sycophancy_eval_inspect/logs/sweep_anchor_weight,100.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-anchor-weight"", ""run_name"": ""llama-rlct-aw0.0"", ""checkpoint"": null}",llama-rlct-aw0.0
sweep-aw-0.25,artifacts/legacy/experiments/sweep-aw-0.25/config.yaml,rlct-aw0.25,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.25,,ppo,128.0,128.0,,,,,100.0,,,,1.0,25.0,,,,sycophancy_eval_inspect/logs/sweep_anchor_weight,100.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-anchor-weight"", ""run_name"": ""llama-rlct-aw0.25"", ""checkpoint"": null}",llama-rlct-aw0.25
sweep-aw-0.5,artifacts/legacy/experiments/sweep-aw-0.5/config.yaml,rlct-aw0.5,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.5,,ppo,128.0,128.0,,,,,100.0,,,,1.0,25.0,,,,sycophancy_eval_inspect/logs/sweep_anchor_weight,100.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-anchor-weight"", ""run_name"": ""llama-rlct-aw0.5"", ""checkpoint"": null}",llama-rlct-aw0.5
sweep-aw-0.75,artifacts/legacy/experiments/sweep-aw-0.75/config.yaml,rlct-aw0.75,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.75,,ppo,128.0,128.0,,,,,100.0,,,,1.0,25.0,,,,sycophancy_eval_inspect/logs/sweep_anchor_weight,100.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-anchor-weight"", ""run_name"": ""llama-rlct-aw0.75"", ""checkpoint"": null}",llama-rlct-aw0.75
sweep-aw-1.0,artifacts/legacy/experiments/sweep-aw-1.0/config.yaml,rlct-aw1.0,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,1.0,,ppo,128.0,128.0,,,,,100.0,,,,1.0,25.0,,,,sycophancy_eval_inspect/logs/sweep_anchor_weight,100.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-anchor-weight"", ""run_name"": ""llama-rlct-aw1.0"", ""checkpoint"": null}",llama-rlct-aw1.0
sweep-bct-bs-128,artifacts/legacy/experiments/sweep-bct-bs-128/config.yaml,bct-bs128,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/bct_cot.jsonl'],,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-batch-size"", ""run_name"": ""llama-bct-bs128"", ""checkpoint"": ""tinker://cc2dc7ad-0615-5cf8-b41d-7e7cf653213f:train:0/sampler_weights/sweep-bct-batch-size_llama-bct-bs128""}",llama-bct-bs128
sweep-bct-bs-256,artifacts/legacy/experiments/sweep-bct-bs-256/config.yaml,bct-bs256,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,256.0,,,,['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/bct_cot.jsonl'],,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-batch-size"", ""run_name"": ""llama-bct-bs256"", ""checkpoint"": ""tinker://ee827cd9-6fc4-5511-a1a5-355b34e6e02c:train:0/sampler_weights/sweep-bct-batch-size_llama-bct-bs256""}",llama-bct-bs256
sweep-bct-bs-32,artifacts/legacy/experiments/sweep-bct-bs-32/config.yaml,bct-bs32,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,32.0,,,,['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/bct_cot.jsonl'],,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-batch-size"", ""run_name"": ""llama-bct-bs32"", ""checkpoint"": ""tinker://985f31f8-9752-5773-8054-0ed5b2e730e3:train:0/sampler_weights/sweep-bct-batch-size_llama-bct-bs32""}",llama-bct-bs32
sweep-bct-bs-64,artifacts/legacy/experiments/sweep-bct-bs-64/config.yaml,bct-bs64,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,64.0,,,,['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/bct_cot.jsonl'],,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-batch-size"", ""run_name"": ""llama-bct-bs64"", ""checkpoint"": ""tinker://92c97ebb-aac8-56d5-9b6f-3523161ce9ae:train:0/sampler_weights/sweep-bct-batch-size_llama-bct-bs64""}",llama-bct-bs64
sweep-bct-nd-1000,artifacts/legacy/experiments/sweep-bct-nd-1000/config.yaml,bct-nd1000,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/bct_cot.jsonl:1000'],,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-n-datapoints"", ""run_name"": ""llama-bct-nd1000"", ""checkpoint"": ""tinker://422cb830-b50f-5fbb-a5e6-918c56555654:train:0/sampler_weights/sweep-bct-n-datapoints_llama-bct-nd1000""}",llama-bct-nd1000
sweep-bct-nd-2000,artifacts/legacy/experiments/sweep-bct-nd-2000/config.yaml,bct-nd2000,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/bct_cot.jsonl:2000'],,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-n-datapoints"", ""run_name"": ""llama-bct-nd2000"", ""checkpoint"": ""tinker://8a706501-8c12-52bf-a42b-92d07be6c8f0:train:0/sampler_weights/sweep-bct-n-datapoints_llama-bct-nd2000""}",llama-bct-nd2000
sweep-bct-nd-500,artifacts/legacy/experiments/sweep-bct-nd-500/config.yaml,bct-nd500,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/bct_cot.jsonl:500'],,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-n-datapoints"", ""run_name"": ""llama-bct-nd500"", ""checkpoint"": ""tinker://894c1795-9c86-5f22-a3c8-167cfe10d9b8:train:0/sampler_weights/sweep-bct-n-datapoints_llama-bct-nd500""}",llama-bct-nd500
sweep-bct-nd-5000,artifacts/legacy/experiments/sweep-bct-nd-5000/config.yaml,bct-nd5000,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp-5k/bct_cot.jsonl:5000'],,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-n-datapoints"", ""run_name"": ""llama-bct-nd5000"", ""checkpoint"": ""tinker://d9b60e14-dd93-5fca-b1f4-bb15c9b5df1e:train:0/sampler_weights/sweep-bct-n-datapoints_llama-bct-nd5000""}",llama-bct-nd5000
sweep-bct-no-instruct,artifacts/legacy/experiments/sweep-bct-no-instruct/config.yaml,bct-noinst,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/bct_cot.jsonl'],,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-instruct"", ""run_name"": ""llama-bct-noinst"", ""checkpoint"": ""tinker://d51eb189-87fd-5e51-b9b2-6459523b6a6a:train:0/sampler_weights/sweep-bct-instruct_llama-bct-noinst""}",llama-bct-noinst
sweep-bct-with-instruct,artifacts/legacy/experiments/sweep-bct-with-instruct/config.yaml,bct-inst,,meta-llama/Llama-3.1-8B-Instruct,sft,sa,,truthfulqa,cot,False,,,8.0,,,,,,,,,,,,1.0,128.0,,,,"['dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/bct_cot.jsonl', 'dataset_dumps/train_seed_42/llama-3-1-8b-instruct/sa-mmlu-hp/instruct.jsonl:5000']",,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-bct-instruct"", ""run_name"": ""llama-bct-inst"", ""checkpoint"": ""tinker://0de38f2b-9be1-52e6-81a6-234cbb8df742:train:0/sampler_weights/sweep-bct-instruct_llama-bct-inst""}",llama-bct-inst
sweep-kl-0.01,artifacts/legacy/experiments/sweep-kl-0.01/config.yaml,rlct-kl0.01,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.01,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-kl-coef"", ""run_name"": ""llama-rlct-kl0.01"", ""checkpoint"": ""tinker://76064363-4853-5288-bc41-8a976f171cf2:train:0/sampler_weights/sweep-kl-coef_llama-rlct-kl0.01""}",llama-rlct-kl0.01
sweep-kl-0.05,artifacts/legacy/experiments/sweep-kl-0.05/config.yaml,rlct-kl0.05,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-kl-coef"", ""run_name"": ""llama-rlct-kl0.05"", ""checkpoint"": ""tinker://4f6af047-3de8-5db6-adf3-8066ee6ed159:train:0/sampler_weights/sweep-kl-coef_llama-rlct-kl0.05""}",llama-rlct-kl0.05
sweep-kl-0.1,artifacts/legacy/experiments/sweep-kl-0.1/config.yaml,rlct-kl0.1,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.1,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-kl-coef"", ""run_name"": ""llama-rlct-kl0.1"", ""checkpoint"": ""tinker://618ce851-0ef3-57f2-b344-1d9131b03816:train:0/sampler_weights/sweep-kl-coef_llama-rlct-kl0.1""}",llama-rlct-kl0.1
sweep-kl-0.5,artifacts/legacy/experiments/sweep-kl-0.5/config.yaml,rlct-kl0.5,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.5,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-kl-coef"", ""run_name"": ""llama-rlct-kl0.5"", ""checkpoint"": ""tinker://2b86e67c-6f54-57d1-b8fb-0f9d3f9795f1:train:0/sampler_weights/sweep-kl-coef_llama-rlct-kl0.5""}",llama-rlct-kl0.5
sweep-nc-16,artifacts/legacy/experiments/sweep-nc-16/config.yaml,rlct-nc16,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-n-consistency"", ""run_name"": ""llama-rlct-nc16"", ""checkpoint"": ""tinker://5aace54d-e14c-5936-a4a9-2619891a143a:train:0/sampler_weights/sweep-n-consistency_llama-rlct-nc16""}",llama-rlct-nc16
sweep-nc-32,artifacts/legacy/experiments/sweep-nc-32/config.yaml,rlct-nc32,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,32.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-n-consistency"", ""run_name"": ""llama-rlct-nc32"", ""checkpoint"": ""tinker://d800acd4-a3c5-5f13-b9c2-d6fb40ff2a56:train:0/sampler_weights/sweep-n-consistency_llama-rlct-nc32""}",llama-rlct-nc32
sweep-nc-64,artifacts/legacy/experiments/sweep-nc-64/config.yaml,rlct-nc64,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,64.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-n-consistency"", ""run_name"": ""llama-rlct-nc64"", ""checkpoint"": ""tinker://45958a8d-5a01-52a3-bb95-bccd00837d39:train:0/sampler_weights/sweep-n-consistency_llama-rlct-nc64""}",llama-rlct-nc64
sweep-nd-128,artifacts/legacy/experiments/sweep-nd-128/config.yaml,rlct-nd128,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-n-datapoints"", ""run_name"": ""llama-rlct-nd128"", ""checkpoint"": ""tinker://df321667-b652-5a55-a057-ddaf85d4b7c1:train:0/sampler_weights/sweep-n-datapoints_llama-rlct-nd128""}",llama-rlct-nd128
sweep-nd-256,artifacts/legacy/experiments/sweep-nd-256/config.yaml,rlct-nd256,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,256.0,,1.0,,1.0,128.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-n-datapoints"", ""run_name"": ""llama-rlct-nd256"", ""checkpoint"": ""tinker://f36daee5-6aa8-5733-b2a9-e8846e527bf6:train:0/sampler_weights/sweep-n-datapoints_llama-rlct-nd256""}",llama-rlct-nd256
sweep-nd-64,artifacts/legacy/experiments/sweep-nd-64/config.yaml,rlct-nd64,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,64.0,,1.0,,1.0,32.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-n-datapoints"", ""run_name"": ""llama-rlct-nd64"", ""checkpoint"": ""tinker://d92deb8c-3cd0-5870-be77-0ec3388922f0:train:0/sampler_weights/sweep-n-datapoints_llama-rlct-nd64""}",llama-rlct-nd64
sweep-nroll-128,artifacts/legacy/experiments/sweep-nroll-128/config.yaml,rlct-nr128,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,128.0,128.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-rollouts"", ""run_name"": ""llama-rlct-nr128"", ""checkpoint"": ""tinker://2b36e8ed-ed86-54d3-aa3d-9fa70ebab7a3:train:0/sampler_weights/sweep-rollouts_llama-rlct-nr128""}",llama-rlct-nr128
sweep-nroll-32,artifacts/legacy/experiments/sweep-nroll-32/config.yaml,rlct-nr32,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,32.0,32.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-rollouts"", ""run_name"": ""llama-rlct-nr32"", ""checkpoint"": ""tinker://935283e8-7307-5ab8-a213-347a91b1ae64:train:0/sampler_weights/sweep-rollouts_llama-rlct-nr32""}",llama-rlct-nr32
sweep-nroll-64,artifacts/legacy/experiments/sweep-nroll-64/config.yaml,rlct-nr64,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-rollouts"", ""run_name"": ""llama-rlct-nr64"", ""checkpoint"": ""tinker://029d6e71-3743-5e27-be47-c8c6ba3fdde1:train:0/sampler_weights/sweep-rollouts_llama-rlct-nr64""}",llama-rlct-nr64
sweep-re-1,artifacts/legacy/experiments/sweep-re-1/config.yaml,rlct-re1,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,1.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-refresh-every"", ""run_name"": ""llama-rlct-re1"", ""checkpoint"": ""tinker://2852de74-f9d7-5b2e-8747-c3d2e45dab32:train:0/sampler_weights/sweep-refresh-every_llama-rlct-re1""}",llama-rlct-re1
sweep-re-10,artifacts/legacy/experiments/sweep-re-10/config.yaml,rlct-re10,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,10.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-refresh-every"", ""run_name"": ""llama-rlct-re10"", ""checkpoint"": ""tinker://c35a2e86-4a15-508e-a86b-f835a55b0a86:train:0/sampler_weights/sweep-refresh-every_llama-rlct-re10""}",llama-rlct-re10
sweep-re-5,artifacts/legacy/experiments/sweep-re-5/config.yaml,rlct-re5,,meta-llama/Llama-3.1-8B-Instruct,rl,sa,mmlu,truthfulqa,cot,False,,,8.0,0.05,0.0,,ppo,64.0,64.0,16.0,,,,128.0,,1.0,,5.0,64.0,,,,sycophancy_eval_inspect/logs/tinker_evals,200.0,,da+df+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""sweep-refresh-every"", ""run_name"": ""llama-rlct-re5"", ""checkpoint"": ""tinker://1afcafaa-52df-525b-a935-0acee79c3b16:train:0/sampler_weights/sweep-refresh-every_llama-rlct-re5""}",llama-rlct-re5
base_hle_qwen,scripts/tinker_training/experiment_configs/base_hle_qwen.yaml,,,Qwen/Qwen3.6-35B-A3B,,,,hle,no_cot,False,,,,,,,,,,,,,,,,,,,,,,,artifacts/eval_suites/consistency_hle_qwen/eval_logs,400.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": null, ""run_name"": null, ""checkpoint"": null}",
bct_da_20b_lravg_lr1e4,scripts/tinker_training/experiment_configs/bct_da_20b_lravg_lr1e4.yaml,bct-da-lravg-lr1e4,,openai/gpt-oss-20b,sft,da_g4,logiqa-hellaswag,hle,no_cot,False,0.0001,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train-from-test-logiqa-hellaswag/da-g4/gpt_oss_20b/bct_non_cot_instruct.jsonl'],,,artifacts/eval_suites/consistency_hle_20b/eval_logs,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_da_20b_lravg_lr1e4"", ""run_name"": ""gpt-oss-20b-bct-da-lravg-lr1e4"", ""checkpoint"": null}",gpt-oss-20b-bct-da-lravg-lr1e4
bct_da_20b_lravg_lr2_86e4,scripts/tinker_training/experiment_configs/bct_da_20b_lravg_lr2_86e4.yaml,bct-da-lravg-lr2_86e4,,openai/gpt-oss-20b,sft,da_g4,logiqa-hellaswag,hle,no_cot,False,0.000286,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train-from-test-logiqa-hellaswag/da-g4/gpt_oss_20b/bct_non_cot_instruct.jsonl'],,,artifacts/eval_suites/consistency_hle_20b/eval_logs,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_da_20b_lravg_lr2_86e4"", ""run_name"": ""gpt-oss-20b-bct-da-lravg-lr2_86e4"", ""checkpoint"": null}",gpt-oss-20b-bct-da-lravg-lr2_86e4
bct_da_20b_lravg_lr5e4,scripts/tinker_training/experiment_configs/bct_da_20b_lravg_lr5e4.yaml,bct-da-lravg-lr5e4,,openai/gpt-oss-20b,sft,da_g4,logiqa-hellaswag,hle,no_cot,False,0.0005,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train-from-test-logiqa-hellaswag/da-g4/gpt_oss_20b/bct_non_cot_instruct.jsonl'],,,artifacts/eval_suites/consistency_hle_20b/eval_logs,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_da_20b_lravg_lr5e4"", ""run_name"": ""gpt-oss-20b-bct-da-lravg-lr5e4"", ""checkpoint"": null}",gpt-oss-20b-bct-da-lravg-lr5e4
bct_da_llama_lravg_lr1e4,scripts/tinker_training/experiment_configs/bct_da_llama_lravg_lr1e4.yaml,bct-da-lravg-lr1e4,,meta-llama/Llama-3.1-8B-Instruct,sft,da_g4,logiqa-hellaswag,hle,cot,False,0.0001,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train-from-test-logiqa-hellaswag/da-g4/llama_3_1_8b_instruct/bct_cot_instruct.jsonl'],,,artifacts/eval_suites/consistency_hle_llama/eval_logs,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_da_llama_lravg_lr1e4"", ""run_name"": ""llama-bct-da-lravg-lr1e4"", ""checkpoint"": null}",llama-bct-da-lravg-lr1e4
bct_da_llama_lravg_lr2_86e4,scripts/tinker_training/experiment_configs/bct_da_llama_lravg_lr2_86e4.yaml,bct-da-lravg-lr2_86e4,,meta-llama/Llama-3.1-8B-Instruct,sft,da_g4,logiqa-hellaswag,hle,cot,False,0.000286,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train-from-test-logiqa-hellaswag/da-g4/llama_3_1_8b_instruct/bct_cot_instruct.jsonl'],,,artifacts/eval_suites/consistency_hle_llama/eval_logs,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_da_llama_lravg_lr2_86e4"", ""run_name"": ""llama-bct-da-lravg-lr2_86e4"", ""checkpoint"": null}",llama-bct-da-lravg-lr2_86e4
bct_da_llama_lravg_lr5e4,scripts/tinker_training/experiment_configs/bct_da_llama_lravg_lr5e4.yaml,bct-da-lravg-lr5e4,,meta-llama/Llama-3.1-8B-Instruct,sft,da_g4,logiqa-hellaswag,hle,cot,False,0.0005,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train-from-test-logiqa-hellaswag/da-g4/llama_3_1_8b_instruct/bct_cot_instruct.jsonl'],,,artifacts/eval_suites/consistency_hle_llama/eval_logs,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_da_llama_lravg_lr5e4"", ""run_name"": ""llama-bct-da-lravg-lr5e4"", ""checkpoint"": null}",llama-bct-da-lravg-lr5e4
bct_da_wfs_20b_lravg_lr1e4,scripts/tinker_training/experiment_configs/bct_da_wfs_20b_lravg_lr1e4.yaml,bct-da-wfs-lravg-lr1e4,,openai/gpt-oss-20b,sft,da_g4+wfs,logiqa-hellaswag,hle,no_cot,False,0.0001,,8.0,,,,,,,,,,,,1.0,128.0,,,,['dataset_dumps/train-from-test-logiqa-hellaswag/da-g4-wfs/gpt_oss_20b/bct_non_cot_instruct.jsonl'],,,artifacts/eval_suites/consistency_hle_20b/eval_logs,100.0,50.0,da_g4+df+ph+sa+ss+wfs,,,,,,,,,,,,,,,"{""experiment_name"": ""bct_da_wfs_20b_lravg_lr1e4"", ""run_name"": ""gpt-oss-20b-bct-da-wfs-lravg-lr1e4"", ""checkpoint"": null}",gpt-oss-20b-bct-da-wfs-lravg-lr1e4
